Entity,Code,Year,Annual CO2 emissions (per capita),Average monthly precipitation,"Total population estimates, 1970-2100 (IIASA (2015))",size
Bulgaria,BGR,1940,0.6155,6.764846899,8670489.767772675,0.8642279206596766
Bulgaria,BGR,1941,0.658,6.104829934,8698947.650157928,0.7799089260426099
Bulgaria,BGR,1942,0.789,5.053469419,8725728.317562103,0.6455947094301909
Bulgaria,BGR,1943,0.8499,5.184404704,8750850.05675888,0.6623220545994157
Bulgaria,BGR,1944,0.6365,6.383792517,8774331.154491425,0.8155471683631539
Bulgaria,BGR,1945,0.7491,3.8914966,8796189.897556305,0.4971494647379751
Bulgaria,BGR,1946,0.7096,4.797568029,8816444.572681427,0.6129025983631522
Bulgaria,BGR,1947,0.8358,4.936564601,8835113.46666336,0.6306597952652935
Bulgaria,BGR,1948,0.8723,4.112091833,8852214.866222382,0.5253311164988167
Bulgaria,BGR,1949,1.0364,4.920255092,8867767.05815506,0.6285762103356576
Bulgaria,BGR,1950,1.034,4.110102026,8881788.329181671,0.5250769131455407
Bulgaria,BGR,1951,1.1168,4.87646261,8894296.966121674,0.6229815995152737
Bulgaria,BGR,1952,1.2789,5.194421768,8905311.255702972,0.663601762258892
Bulgaria,BGR,1953,1.4239,4.578707481,8914849.484706879,0.5849425574137499
Bulgaria,BGR,1954,1.5193,6.120102045,8922929.939861298,0.7818599805055816
Bulgaria,BGR,1955,1.5991,6.596088439,8929570.9079628,0.84266856016608
Bulgaria,BGR,1956,1.7006,5.783027201,8934790.675762177,0.7387977359513306
Bulgaria,BGR,1957,1.8713,5.550833366,8938607.530002594,0.7091343306728298
Bulgaria,BGR,1958,2.0154,4.13928572,8941039.757480621,0.5288052108526946
Bulgaria,BGR,1959,2.5096,5.201343551,8942105.644931793,0.6644860392009513
Bulgaria,BGR,1960,2.8242,5.825544206,8941823.47913742,0.7442294010536492
Bulgaria,BGR,1961,3.2621,4.744489811,8940211.546848297,0.6061217090600637
Bulgaria,BGR,1962,3.8274,5.149319697,8937288.134822845,0.6578398478179995
Bulgaria,BGR,1963,4.2486,5.201904769,8933071.529819489,0.6645577363542526
Bulgaria,BGR,1964,5.2487,4.744965972,8927580.018627167,0.606182539946124
Bulgaria,BGR,1965,5.6271,4.749557787,8920831.887989044,0.6067691570253798
Bulgaria,BGR,1966,5.8804,6.75855441,8912845.424663544,0.8634240377683952
Bulgaria,BGR,1967,6.6049,4.889438726,8903638.915409088,0.6246393342602502
Bulgaria,BGR,1968,7.079,4.767057832,8893230.647006989,0.6090048362251613
Bulgaria,BGR,1969,7.8428,5.564795898,8881638.906208038,0.7109180827928205
Bulgaria,BGR,1970,7.1906,5.311020394,8489180.0,0.6784975595480591
Bulgaria,BGR,1971,7.5034,5.857040819,8854978.154460907,0.7482531805666544
Bulgaria,BGR,1972,7.6759,5.548061239,8839945.71704483,0.7087801837736045
Bulgaria,BGR,1973,7.939,5.107465987,8823802.954280853,0.6524929204883447
Bulgaria,BGR,1974,8.1774,4.413078245,8806568.152927399,0.5637829639497958
Bulgaria,BGR,1975,8.345,5.281105445,8720520.0,0.6746758419900857
Bulgaria,BGR,1976,8.3174,5.274472772,8768895.581531525,0.6738284996509631
Bulgaria,BGR,1977,8.6113,4.733044235,8748494.384990692,0.6046595050375758
Bulgaria,BGR,1978,9.1988,5.359625904,8727074.29693222,0.6847070480209043
Bulgaria,BGR,1979,8.9152,5.495442162,8704653.604091644,0.7020579510044543
Bulgaria,BGR,1980,8.7006,5.540170047,8861610.0,0.7077720621478669
Bulgaria,BGR,1981,8.9934,5.034030632,8656883.551128387,0.6431113505722633
Bulgaria,BGR,1982,10.0601,5.217738064,8631570.76454544,0.6665804836269312
Bulgaria,BGR,1983,10.0592,4.560867383,8605330.52022934,0.5826634355017397
Bulgaria,BGR,1984,9.7052,4.720085042,8578181.104961395,0.6030039322527027
Bulgaria,BGR,1985,9.9407,3.750884367,8799310.0,0.4791858626699272
Bulgaria,BGR,1986,10.1612,3.834863935,8521227.908550262,0.48991448498971196
Bulgaria,BGR,1987,10.1861,5.112176856,8491460.700954437,0.6530947470457161
Bulgaria,BGR,1988,9.7255,4.512738072,8460857.46944809,0.5765147827695601
Bulgaria,BGR,1989,9.7198,4.224523831,8429436.500789642,0.5396946155251607
Bulgaria,BGR,1990,8.6749,3.87913265,8818650.0,0.49556993589435566
Bulgaria,BGR,1991,6.9844,5.310051047,8364214.49905014,0.6783737227850525
Bulgaria,BGR,1992,6.5708,4.036632655,8330450.03950882,0.5156909975912819
Bulgaria,BGR,1993,6.7252,4.214727913,8295940.989849091,0.5384431598794543
Bulgaria,BGR,1994,6.6177,4.783792501,8260705.636844635,0.6111427365219051
Bulgaria,BGR,1995,6.888,5.354557855,8356310.0,0.6840595907296361
Bulgaria,BGR,1996,7.0077,5.10260201,8188129.167888641,0.6518715339600749
Bulgaria,BGR,1997,6.8026,5.376020397,8150824.625423431,0.6868014898918289
Bulgaria,BGR,1998,6.5467,5.155901379,8112866.926692963,0.6586806759156973
Bulgaria,BGR,1999,5.7481,4.886207478,8074274.35842514,0.6242265333821418
Bulgaria,BGR,2000,5.6646,3.310544213,8006160.0,0.4229311888604377
Bulgaria,BGR,2001,6.1803,4.11185375,7995257.760334015,0.5253007007364046
Bulgaria,BGR,2002,5.8806,6.227772109,7954870.304042816,0.7956151292794245
Bulgaria,BGR,2003,6.472,5.881462564,7913921.125278473,0.7513731261050154
Bulgaria,BGR,2004,6.4007,5.688775471,7872428.51077652,0.7267568164962992
Bulgaria,BGR,2005,6.5899,7.569608902,7739110.0,0.967038494625721
Bulgaria,BGR,2006,6.8006,5.218248265,7787886.121685028,0.6666456632172356
Bulgaria,BGR,2007,7.3569,6.01346936,7744872.920604706,0.7682373597711004
Bulgaria,BGR,2008,7.1875,4.461292486,7701389.430858612,0.5699424667246145
Bulgaria,BGR,2009,6.1248,6.115238092,7657453.9391822815,0.7812385970433783
Bulgaria,BGR,2010,6.4462,6.745935352,7494330.0,0.8618119181714777
Bulgaria,BGR,2011,7.207,4.889540823,7568300.097194672,0.6246523774346683
Bulgaria,BGR,2012,6.5924,5.211802677,7523118.32036972,0.6658222215048307
Bulgaria,BGR,2013,5.8503,5.334642858,7477557.688686371,0.6815153947257623
Bulgaria,BGR,2014,6.234,7.827619008,7431636.488918304,1.0
Burkina Faso,BFA,1958,0.0008,7.658837213,6973579.8525390625,0.9072701708030942
Burkina Faso,BFA,1959,0.0015,7.43911823,6786762.0927734375,0.8812421362997982
Burkina Faso,BFA,1960,0.0091,7.544544575,6619085.19519043,0.8937310005196748
Burkina Faso,BFA,1961,0.0187,7.08375969,6470293.205932617,0.8391461634627086
Burkina Faso,BFA,1962,0.017,8.025164687,6340130.171630859,0.9506655297410942
Burkina Faso,BFA,1963,0.0175,7.993885639,6228340.138061523,0.9469601960941865
Burkina Faso,BFA,1964,0.0216,8.441627929,6134667.15222168,1.0
Burkina Faso,BFA,1965,0.0198,7.373120153,6058855.259887695,0.873423966918834
Burkina Faso,BFA,1966,0.0195,7.431608516,6000648.508056641,0.8803525313488145
Burkina Faso,BFA,1967,0.0192,6.938294558,5959790.9423828125,0.8219142819792479
Burkina Faso,BFA,1968,0.0189,7.887587201,5936026.60949707,0.9343680232462424
Burkina Faso,BFA,1969,0.0219,7.623730576,5929099.5556640625,0.9031114188070016
Burkina Faso,BFA,1970,0.0254,6.823168608,5806970.0,0.8082763970868682
Burkina Faso,BFA,1971,0.0262,6.441841123,5964733.470947266,0.7631041283956594
Burkina Faso,BFA,1972,0.0277,6.520523218,6006782.532592773,0.7724248536943544
Burkina Faso,BFA,1973,0.0284,6.016782905,6064645.058837891,0.7127514924378754
Burkina Faso,BFA,1974,0.034,7.176540696,6138065.095581055,0.8501370537009841
Burkina Faso,BFA,1975,0.0357,6.491531028,6434760.0,0.7689904225344116
Burkina Faso,BFA,1976,0.0333,7.119912782,6330553.887329102,0.8434288791076142
Burkina Faso,BFA,1977,0.0389,6.116976746,6449110.734863281,0.7246205112862183
Burkina Faso,BFA,1978,0.0533,6.771269385,6582201.2783203125,0.8021283858932324
Burkina Faso,BFA,1979,0.061,6.750600779,6729569.564575195,0.7996799711829612
Burkina Faso,BFA,1980,0.0634,6.13726742,7211700.0,0.7270241559588643
Burkina Faso,BFA,1981,0.0797,6.319147274,7066115.549560547,0.7485697459244179
Burkina Faso,BFA,1982,0.0804,6.054176339,7254781.341308594,0.7171811396948387
Burkina Faso,BFA,1983,0.0809,4.990261632,7456701.060791016,0.591149204154885
Burkina Faso,BFA,1984,0.0618,5.329331417,7671618.754394531,0.631315601898521
Burkina Faso,BFA,1985,0.0616,6.558498097,8156950.0,0.7769233792535706
Burkina Faso,BFA,1986,0.0605,6.265397285,8139424.25,0.7422024919478064
Burkina Faso,BFA,1987,0.0635,5.826831388,8391800.14440918,0.690249728726228
Burkina Faso,BFA,1988,0.0662,6.712383758,8656150.198364258,0.795152761346016
Burkina Faso,BFA,1989,0.0957,6.548168568,8932218.458251953,0.7756997374291644
Burkina Faso,BFA,1990,0.0661,5.520939918,9323700.0,0.6540136528682583
Burkina Faso,BFA,1991,0.0692,7.556860491,9518485.78100586,0.895189950867118
Burkina Faso,BFA,1992,0.0678,6.735920568,9828172.936767578,0.7979409451179095
Burkina Faso,BFA,1993,0.0656,6.323265516,10148554.483520508,0.7490575951917201
Burkina Faso,BFA,1994,0.0657,8.147034867,10479374.468017578,0.9651023399185876
Burkina Faso,BFA,1995,0.0618,6.624999964,10692050.0,0.7848012278817412
Burkina Faso,BFA,1996,0.0679,6.328788752,11171305.935058594,0.7497118808397556
Burkina Faso,BFA,1997,0.0753,6.038769373,11531905.510253906,0.7153560218230747
Burkina Faso,BFA,1998,0.0782,7.223624024,11901919.708618164,0.8557145712599199
Burkina Faso,BFA,1999,0.081,7.418769379,12281092.576049805,0.8788315999469587
Burkina Faso,BFA,2000,0.0888,6.174021305,12293280.0,0.7313780418810023
Burkina Faso,BFA,2001,0.083,6.139970915,13065890.504394531,0.7273444134995589
Burkina Faso,BFA,2002,0.0814,5.695610459,13471003.657958984,0.6747052235545171
Burkina Faso,BFA,2003,0.0849,8.124534879,13884251.665893555,0.9624369786649005
Burkina Faso,BFA,2004,0.0844,6.491036817,14305378.575195312,0.7689318780209415
Burkina Faso,BFA,2005,0.0836,6.732994202,14198460.0,0.7975942861530022
Burkina Faso,BFA,2006,0.0981,6.961492245,15170245.281616211,0.8246622930495188
Burkina Faso,BFA,2007,0.1116,6.948003852,15613473.17175293,0.8230644504161492
Burkina Faso,BFA,2008,0.1181,7.404912777,16063556.14819336,0.877190139068021
Burkina Faso,BFA,2009,0.1209,7.175203484,16520238.257324219,0.8499786468141554
Burkina Faso,BFA,2010,0.1305,7.735862413,16468710.0,0.9163946193866893
Burkina Faso,BFA,2011,0.1325,6.042916672,17452376.05908203,0.7158473131989658
Burkina Faso,BFA,2012,0.1581,7.860484478,17927319.84423828,0.9311574194115374
Burkina Faso,BFA,2013,0.1678,7.13921512,18407838.947509766,0.8457154449409282
Burkina Faso,BFA,2014,0.1656,7.04694769,18893677.415161133,0.834785393204932
Burundi,BDI,1950,0.0038,9.510166502,4488156.668518066,0.7945222566090893
Burundi,BDI,1951,0.0037,11.31674995,4358825.94720459,0.945452396218709
Burundi,BDI,1952,0.0068,8.524416733,4238674.081176758,0.7121682693520776
Burundi,BDI,1953,0.0062,9.576500034,4127577.116088867,0.8000640594284624
Burundi,BDI,1954,0.0025,8.798499918,4025411.097290039,0.7350664163612817
Burundi,BDI,1955,0.003,8.453833342,3932052.0701904297,0.7062714141198743
Burundi,BDI,1956,0.0034,9.893666553,3847376.0805664062,0.8265615827203767
Burundi,BDI,1957,0.0038,9.898166466,3771259.17376709,0.8269375257735875
Burundi,BDI,1958,0.0037,8.448999977,3703577.395263672,0.7058676129807452
Burundi,BDI,1959,0.0142,9.467000008,3644206.790588379,0.7909159327644362
Burundi,BDI,1960,0.013,8.17025013,3593023.4052124023,0.682579591953847
Burundi,BDI,1961,0.0167,11.96966658,3549903.2846679688,1.0
Burundi,BDI,1962,0.0151,10.48616676,3514722.474243164,0.8760617256892714
Burundi,BDI,1963,0.0161,10.62074986,3487357.0197753906,0.887305405628099
Burundi,BDI,1964,0.0157,9.932583427,3467682.966430664,0.8298128741193391
Burundi,BDI,1965,0.0118,10.09033327,3455576.3600463867,0.8429920083872545
Burundi,BDI,1966,0.015,10.24658337,3450913.245788574,0.8560458473522493
Burundi,BDI,1967,0.0146,10.8775835,3453569.6692504883,0.9087624477506541
Burundi,BDI,1968,0.0165,10.99741659,3463421.6760253906,0.9187738452444011
Burundi,BDI,1969,0.0215,9.075416613,3480345.3115234375,0.7582012875917551
Burundi,BDI,1970,0.0179,10.41433344,3513200.0,0.8700604457438446
Burundi,BDI,1971,0.0208,10.48091679,3534911.650756836,0.8756231194870927
Burundi,BDI,1972,0.0205,10.21841669,3572306.4454345703,0.8536926757069284
Burundi,BDI,1973,0.0203,9.135750008,3616277.0509033203,0.7632418118700847
Burundi,BDI,1974,0.0251,9.600499916,3666699.512512207,0.802069117951989
Burundi,BDI,1975,0.0208,8.963083267,3680100.0,0.748816452579918
Burundi,BDI,1976,0.0233,8.862833166,3786404.1862182617,0.7404411064221974
Burundi,BDI,1977,0.0257,10.40400014,3855438.489440918,0.869197155197618
Burundi,BDI,1978,0.026,10.21058331,3930428.830871582,0.8530382397669092
Burundi,BDI,1979,0.0271,10.68291664,4011251.255859375,0.8924990991687256
Burundi,BDI,1980,0.0353,9.327666569,4129600.0,0.7792753880534573
Burundi,BDI,1981,0.0369,9.263166666,4189896.5388183594,0.7738867748812431
Burundi,BDI,1982,0.036,10.6622499,4287471.487915039,0.8907725063800399
Burundi,BDI,1983,0.0456,9.00316658,4390382.702575684,0.752165193560471
Burundi,BDI,1984,0.0476,8.817833328,4498506.228271484,0.7366816167405726
Burundi,BDI,1985,0.0486,9.996416807,4833400.0,0.835145802950177
Burundi,BDI,1986,0.048,10.54799995,4729894.395202637,0.8812275496148364
Burundi,BDI,1987,0.0496,9.544583273,4852911.127441406,0.7973975890813828
Burundi,BDI,1988,0.044,10.87316656,4980644.352661133,0.9083934366365617
Burundi,BDI,1989,0.0504,10.55975008,5112970.116516113,0.8822092085375365
Burundi,BDI,1990,0.0384,9.091916704,5601160.0,0.7595797797067795
Burundi,BDI,1991,0.0428,9.071583462,5390903.442077637,0.7578810488470599
Burundi,BDI,1992,0.038,8.549750042,5536263.094665527,0.714284728388817
Burundi,BDI,1993,0.0392,7.890500069,5685719.467834473,0.659208008532515
Burundi,BDI,1994,0.0398,9.106833458,5839148.607116699,0.7608259926986204
Burundi,BDI,1995,0.0398,8.54941659,6086620.0,0.7142568703028986
Burundi,BDI,1996,0.0399,9.079666615,6157429.365844727,0.758556351951451
Burundi,BDI,1997,0.0407,9.654250145,6322033.076293945,0.80655965481371
Burundi,BDI,1998,0.0403,8.683416605,6490113.734741211,0.7254518366876682
Burundi,BDI,1999,0.0403,9.216749859,6661547.386779785,0.7700089052104574
Burundi,BDI,2000,0.0425,9.588333416,6373230.0,0.8010526735992005
Burundi,BDI,2001,0.0314,8.512833405,7013977.8533325195,0.71120054582172
Burundi,BDI,2002,0.0317,10.00983334,7194726.758850098,0.8362666807048188
Burundi,BDI,2003,0.0233,7.588416624,7378332.839904785,0.6339705933563272
Burundi,BDI,2004,0.0277,8.097166634,7564672.142028809,0.6764738666597011
Burundi,BDI,2005,0.0209,9.019500017,7250560.0,0.7535297626477412
Burundi,BDI,2006,0.0241,10.35100002,7945054.591125488,0.8647692858291798
Burundi,BDI,2007,0.0256,9.173916674,8138849.8291015625,0.7664304275048571
Burundi,BDI,2008,0.0257,9.21733346,8334882.470153809,0.7700576618734856
Burundi,BDI,2009,0.0201,9.873416805,8533028.559570312,0.8248698273264684
Burundi,BDI,2010,0.0342,8.847000074,8382240.0,0.7391183384157389
Burundi,BDI,2011,0.0396,10.78533344,8935165.265808105,0.9010554611455184
Burundi,BDI,2012,0.0411,8.170416689,9138907.973693848,0.6825935070448721
Burundi,BDI,2013,0.0418,8.954916668,9344268.311950684,0.7481341780198525
Burundi,BDI,2014,0.0383,8.999499941,9551122.32611084,0.7518588659802085
Cambodia,KHM,1955,0.0203,15.26538357,1440755.634967804,0.7422118656207531
Cambodia,KHM,1956,0.0255,16.75096565,1719461.4685554504,0.8144417340726967
Cambodia,KHM,1957,0.0304,16.22403437,1996672.2133140564,0.7888220274607172
Cambodia,KHM,1958,0.0364,14.89407412,2272367.6152534485,0.7241585832814406
Cambodia,KHM,1959,0.0381,15.30089957,2546527.4204063416,0.7439386742855019
Cambodia,KHM,1960,0.041,15.95997349,2819131.374797821,0.7759832332382502
Cambodia,KHM,1961,0.0487,17.87907404,3090159.2244529724,0.8692910229179375
Cambodia,KHM,1962,0.0511,15.73849204,3359590.715396881,0.7652146757728522
Cambodia,KHM,1963,0.0628,14.73284393,3627405.5936698914,0.7163194772697539
Cambodia,KHM,1964,0.0538,15.24416674,3893583.6052589417,0.7411802909534907
Cambodia,KHM,1965,0.0623,15.50716941,4158104.4962120056,0.7539676343876615
Cambodia,KHM,1966,0.0712,18.33390215,4420948.0125694275,0.8914050312893539
Cambodia,KHM,1967,0.0624,15.98984134,4682093.900341034,0.7774354255509378
Cambodia,KHM,1968,0.0724,13.28583332,4941521.905544281,0.6459649762186465
Cambodia,KHM,1969,0.1954,16.2564814,5199211.774196625,0.7903996210114931
Cambodia,KHM,1970,0.1676,17.23558199,6938100.0,0.8380040635858949
Cambodia,KHM,1971,0.0349,14.00047623,5709296.086009979,0.680711331922812
Cambodia,KHM,1972,0.016,14.26367707,5961650.02123642,0.6935083104981331
Cambodia,KHM,1973,0.0172,15.18462967,6212184.80398941,0.7382855638347345
Cambodia,KHM,1974,0.0097,15.2099471,6460880.180339813,0.7395165120691406
Cambodia,KHM,1975,0.0097,17.15199737,7097900.0,0.8339401305400643
Cambodia,KHM,1976,0.0098,13.55202381,6952671.697902679,0.6589073133232097
Cambodia,KHM,1977,0.0101,14.28664016,7195727.331157684,0.6946247893465789
Cambodia,KHM,1978,0.0074,15.66888888,7436862.542125702,0.7618305294787345
Cambodia,KHM,1979,0.0043,17.37570091,7676057.076778412,0.8448167273191759
Cambodia,KHM,1980,0.0427,17.2771296,6505100.0,0.8400241326518818
Cambodia,KHM,1981,0.0445,14.48314814,8148543.101322174,0.7041791221136766
Cambodia,KHM,1982,0.0487,16.05845245,8381794.083255768,0.7807713377946032
Cambodia,KHM,1983,0.0511,16.18694452,8613023.37303543,0.7870186972896894
Cambodia,KHM,1984,0.0551,14.16883596,8842210.716609955,0.6888970803336333
Cambodia,KHM,1985,0.0541,14.11974863,7905050.0,0.686510425677327
Cambodia,KHM,1986,0.0543,12.95534384,9294378.549388885,0.6298963846635092
Cambodia,KHM,1987,0.0532,10.4011111,9517318.530628204,0.5057080969279388
Cambodia,KHM,1988,0.0534,12.51720895,9738135.549823761,0.6085940103989336
Cambodia,KHM,1989,0.0519,12.32781743,9956809.352954865,0.5993856840737307
Cambodia,KHM,1990,0.1404,12.89746036,9531800.0,0.6270820560564081
Cambodia,KHM,1991,0.1404,13.43701061,10387646.295207977,0.6533153043604757
Cambodia,KHM,1992,0.1401,10.48981484,10599768.926364899,0.5100209245782261
Cambodia,KHM,1993,0.1389,12.70783069,10809667.325603485,0.6178621507391028
Cambodia,KHM,1994,0.1422,20.29317456,11017321.238910675,0.9866660002664583
Cambodia,KHM,1995,0.1445,12.46673284,11168290.0,0.6061398324478466
Cambodia,KHM,1996,0.1454,14.14728833,11425814.591876984,0.6878494219771518
Cambodia,KHM,1997,0.135,13.42391533,11626613.523586273,0.6526786041979769
Cambodia,KHM,1998,0.1668,14.48673271,11825086.953464508,0.7043534060008091
Cambodia,KHM,1999,0.1594,18.49374344,12021214.62757492,0.8991766081717897
Cambodia,KHM,2000,0.1625,14.80567454,12446730.0,0.7198605440680117
Cambodia,KHM,2001,0.1813,11.4388095,12406351.692493439,0.5561615992512787
Cambodia,KHM,2002,0.1745,11.3505159,12595320.575359344,0.5518687128473525
Cambodia,KHM,2003,0.185,14.86374337,12781862.686534882,0.7226838845003749
Cambodia,KHM,2004,0.187,14.49596562,12965957.772060394,0.7048023154779136
Cambodia,KHM,2005,0.209,15.87305561,13357460.0,0.7717572351442763
Cambodia,KHM,2006,0.2224,20.56742054,13326725.850170135,1.0
Cambodia,KHM,2007,0.2524,16.94505295,13503358.334819794,0.8238783719642853
Cambodia,KHM,2008,0.2741,16.24283075,13677462.77791977,0.789735918435205
Cambodia,KHM,2009,0.324,18.97369058,13849018.92547226,0.9225119184537275
Cambodia,KHM,2010,0.3515,12.85809513,14138260.0,0.6251680955807403
Cambodia,KHM,2011,0.3511,16.97414029,14184405.318012238,0.8252926154248802
Cambodia,KHM,2012,0.3608,16.38541008,14348195.055065155,0.7966682087398014
Cambodia,KHM,2013,0.3644,17.19507936,14509355.480678558,0.8360348020578764
Cambodia,KHM,2014,0.4266,15.6723148,14667866.340892792,0.7619970997102002
Cameroon,CMR,1950,0.0323,13.97323334,2000795.39163208,0.891435921431098
Cameroon,CMR,1951,0.0418,14.31115551,2144872.8293151855,0.9129939927561952
Cameroon,CMR,1952,0.0632,14.64927221,2296819.221221924,0.9345644743105912
Cameroon,CMR,1953,0.0444,13.67751666,2456495.320098877,0.8725703901181896
Cameroon,CMR,1954,0.0499,15.53442219,2623761.879119873,0.9910334724892202
Cameroon,CMR,1955,0.0498,14.95574444,2798479.6512756348,0.9541161663274292
Cameroon,CMR,1956,0.0497,15.04208332,2980509.389312744,0.9596242385949842
Cameroon,CMR,1957,0.0525,15.47287781,3169711.846343994,0.9871071893048441
Cameroon,CMR,1958,0.056,13.26107774,3365947.7753601074,0.8460032668663874
Cameroon,CMR,1959,0.0549,14.2304,3569077.9292297363,0.9078421169722695
Cameroon,CMR,1960,0.0524,14.98185555,3778963.0610046387,0.955781949817626
Cameroon,CMR,1961,0.0534,13.16550004,3995463.9234924316,0.8399057951506703
Cameroon,CMR,1962,0.0536,15.54172222,4218441.269805908,0.9914991849561334
Cameroon,CMR,1963,0.0544,13.98082225,4447755.852935791,0.8919200632767179
Cameroon,CMR,1964,0.0597,14.60676112,4683268.425689697,0.9318524382511411
Cameroon,CMR,1965,0.0539,14.37262781,4924839.741363525,0.9169156775273297
Cameroon,CMR,1966,0.0583,15.05896667,5172330.552398682,0.9607013282204048
Cameroon,CMR,1967,0.0757,14.01473892,5425601.612213135,0.8940838100086054
Cameroon,CMR,1968,0.0815,13.86183893,5684513.673614502,0.8843294074193149
Cameroon,CMR,1969,0.0899,15.67497226,5948927.489349365,1.0
Cameroon,CMR,1970,0.0978,14.11347229,6841690.0,0.9003826007408833
Cameroon,CMR,1971,0.121,13.85399999,6493703.396514893,0.8838293146682736
Cameroon,CMR,1972,0.1253,13.21926112,6773786.993804932,0.8433355351915628
Cameroon,CMR,1973,0.1272,13.46201675,7058815.357452393,0.8588223651503929
Cameroon,CMR,1974,0.1344,14.45515554,7348649.240447998,0.9221806137984195
Cameroon,CMR,1975,0.1558,13.91858335,7837910.0,0.8879494725179182
Cameroon,CMR,1976,0.1421,14.22504444,7942176.576324463,0.9075004538476931
Cameroon,CMR,1977,0.1977,12.01888334,8245591.535125732,0.7667562749485848
Cameroon,CMR,1978,0.2454,14.54009998,8553255.025177002,0.9275997264189098
Cameroon,CMR,1979,0.217,13.63962777,8865027.799346924,0.8701532317735662
Cameroon,CMR,1980,0.4507,13.79377778,9109610.0,0.8799873805964872
Cameroon,CMR,1981,0.5984,13.36938892,9500344.21206665,0.852913083241399
Cameroon,CMR,1982,0.689,13.92068893,9823609.356658936,0.8880838000283645
Cameroon,CMR,1983,0.6931,11.07764997,10150426.797149658,0.7067093827188693
Cameroon,CMR,1984,0.6203,12.94277779,10480657.286651611,0.8256970140245721
Cameroon,CMR,1985,0.6425,13.90921662,10476160.0,0.8873519129277234
Cameroon,CMR,1986,0.1917,12.56703892,11150800.424468994,0.8017263897856493
Cameroon,CMR,1987,0.1717,12.13949998,11490434.578704834,0.7744511300334511
Cameroon,CMR,1988,0.1945,13.5405278,11832924.79385376,0.8638310534400907
Cameroon,CMR,1989,0.6632,12.56296112,12178131.822723389,0.8014662425948051
Cameroon,CMR,1990,0.0532,13.82850559,12180190.0,0.882202874788373
Cameroon,CMR,1991,0.0046,13.23828339,12876139.333770752,0.8445490792849415
Cameroon,CMR,1992,0.2181,13.02439997,13228661.321929932,0.8309041798584975
Cameroon,CMR,1993,0.2238,13.67626109,13583343.1355896,0.8724902898169467
Cameroon,CMR,1994,0.2147,13.5707889,13940045.528045654,0.8657615895519294
Cameroon,CMR,1995,0.2356,12.81410553,13939740.0,0.817488242878715
Cameroon,CMR,1996,0.2571,13.69145001,14658955.060577393,0.8734592816434114
Cameroon,CMR,1997,0.22,13.44576111,15020883.706695557,0.8577853208908963
Cameroon,CMR,1998,0.2131,12.64116659,15384275.943084717,0.8064554361131608
Cameroon,CMR,1999,0.1984,13.48095553,15748992.523101807,0.8600305829185563
Cameroon,CMR,2000,0.2157,11.84496668,15678350.0,0.755661093590988
Cameroon,CMR,2001,0.2087,12.59664442,16481841.725128174,0.8036151012620676
Cameroon,CMR,2002,0.2032,13.38226669,16849695.85317993,0.853734633020652
Cameroon,CMR,2003,0.2201,10.86114999,17218317.336639404,0.6928975573191859
Cameroon,CMR,2004,0.2231,12.03246113,17587566.928131104,0.7676224831800754
Cameroon,CMR,2005,0.2025,10.70368891,17553590.0,0.6828521755865614
Cameroon,CMR,2006,0.2059,12.06504443,18327393.448028564,0.769701166284552
Cameroon,CMR,2007,0.3044,12.98677777,18697691.882354736,0.8285040352600918
Cameroon,CMR,2008,0.2818,10.45612222,19068061.43649292,0.6670584194067338
Cameroon,CMR,2009,0.3332,11.34863886,19438362.86404419,0.7239973807775019
Cameroon,CMR,2010,0.3275,13.79618332,19598890.0,0.8801408443449457
Cameroon,CMR,2011,0.3119,12.43311665,20178204.349761963,0.7931826891794449
Cameroon,CMR,2012,0.2866,12.75638885,20547465.914215088,0.8138061515140442
Cameroon,CMR,2013,0.2296,13.40078337,20916102.363433838,0.8549159225114953
Cameroon,CMR,2014,0.302,11.71961666,21283974.450653076,0.7476642679557762
Canada,CAN,1900,3.8119,4.102486735,23109388.75756836,0.9912881148241485
Canada,CAN,1901,4.3168,3.768877067,22759844.809570312,0.9106776655428712
Canada,CAN,1902,4.5335,3.848361474,22422261.64804077,0.9298835650527315
Canada,CAN,1903,4.8097,3.447885798,22096535.561828613,0.8331162130688461
Canada,CAN,1904,5.5408,3.701686254,21782562.839630127,0.8944422798720211
Canada,CAN,1905,5.7654,3.76703275,21480239.770080566,0.910232021317755
Canada,CAN,1906,5.9281,3.644175346,21189462.642089844,0.8805458596625977
Canada,CAN,1907,7.2511,3.608497965,20910127.74432373,0.8719250971744156
Canada,CAN,1908,7.1195,3.279858549,20642131.365600586,0.7925156150268642
Canada,CAN,1909,6.6434,3.60455358,20385369.79473877,0.8709720113454151
Canada,CAN,1910,7.3761,3.627909598,20139739.320251465,0.8766155501423831
Canada,CAN,1911,8.4187,3.478833805,19905136.2310791,0.8405942120236908
Canada,CAN,1912,9.1994,3.39956635,19681456.815856934,0.8214407348500814
Canada,CAN,1913,10.629,3.682983116,19468597.363494873,0.8899230212840183
Canada,CAN,1914,8.9877,3.36566002,19266454.162597656,0.8132479132476234
Canada,CAN,1915,7.875,3.397274248,19074923.502075195,0.82088689187207
Canada,CAN,1916,9.6584,3.711811589,18893901.67047119,0.8968888750452563
Canada,CAN,1917,10.557,3.725860728,18723284.956695557,0.9002835830391659
Canada,CAN,1918,10.8647,3.563730288,18562969.649414062,0.8611078370575741
